PurchaseOrderID,PurchaseOrderDetailID,DueDate,OrderQty,ProductID,UnitPrice,LineTotal,ReceivedQty,RejectedQty,StockedQty,ModifiedDate
434,954,19-08-2013,3,424,$49.70 ,$149.09 ,3,0,3,12-08-2013
434,955,19-08-2013,3,425,$45.42 ,$136.27 ,3,0,3,12-08-2013
435,956,19-08-2013,3,320,$47.47 ,$142.41 ,3,0,3,12-08-2013
435,957,19-08-2013,3,321,$42.80 ,$128.39 ,3,0,3,12-08-2013
435,958,19-08-2013,60,322,$25.42 ,"$1,525.23 ",60,0,60,12-08-2013
436,959,19-08-2013,3,438,$41.22 ,$123.67 ,3,0,3,12-08-2013
436,960,19-08-2013,3,439,$45.50 ,$136.49 ,3,0,3,12-08-2013
436,961,19-08-2013,3,440,$41.22 ,$123.67 ,3,0,3,12-08-2013
436,962,19-08-2013,3,441,$39.12 ,$117.37 ,3,0,3,12-08-2013
437,963,19-08-2013,550,941,$62.99 ,"$34,644.23 ",550,0,550,12-08-2013
438,964,19-08-2013,3,320,$45.37 ,$136.11 ,3,0,3,12-08-2013
438,965,19-08-2013,3,321,$40.49 ,$121.46 ,3,0,3,12-08-2013
438,966,19-08-2013,60,322,$26.37 ,"$1,581.93 ",60,0,60,12-08-2013
439,967,19-08-2013,3,504,$48.76 ,$146.29 ,3,0,3,12-08-2013
440,968,19-08-2013,3,497,$34.19 ,$102.56 ,3,0,3,12-08-2013
441,969,19-08-2013,3,323,$50.26 ,$150.79 ,3,0,3,12-08-2013
442,970,19-08-2013,550,523,$10.73 ,"$5,902.05 ",550,82,468,12-08-2013
442,971,19-08-2013,550,524,$14.12 ,"$7,767.38 ",550,0,550,12-08-2013
443,972,19-08-2013,60,492,$50.26 ,"$3,015.81 ",60,0,60,12-08-2013
443,973,19-08-2013,60,493,$57.15 ,"$3,429.09 ",60,0,60,12-08-2013
443,974,19-08-2013,60,494,$53.20 ,"$3,192.21 ",60,0,60,12-08-2013
444,975,19-08-2013,550,910,$40.94 ,"$22,516.73 ",550,0,550,12-08-2013
444,976,19-08-2013,550,911,$21.09 ,"$11,601.98 ",550,0,550,12-08-2013
445,977,19-08-2013,60,506,$9.20 ,$551.88 ,60,0,60,12-08-2013
446,978,19-08-2013,550,351,$5.78 ,"$3,176.25 ",468,0,468,12-08-2013
446,979,19-08-2013,550,352,$1.16 ,$635.25 ,550,0,550,12-08-2013
446,980,19-08-2013,550,679,$5.78 ,"$3,176.25 ",550,0,550,12-08-2013
447,981,19-08-2013,550,507,$23.39 ,"$12,866.70 ",550,0,550,12-08-2013
447,982,19-08-2013,550,508,$27.65 ,"$15,205.58 ",550,0,550,12-08-2013
448,983,19-08-2013,550,355,$1.37 ,$750.75 ,550,0,550,12-08-2013
448,984,19-08-2013,550,940,$62.99 ,"$34,644.23 ",550,0,550,12-08-2013
448,985,19-08-2013,550,535,$3.49 ,"$1,917.30 ",550,0,550,12-08-2013
449,986,20-08-2013,550,351,$6.20 ,"$3,407.25 ",550,0,550,13-08-2013
449,987,20-08-2013,550,352,$1.47 ,$808.50 ,550,0,550,13-08-2013
449,988,20-08-2013,550,679,$6.20 ,"$3,407.25 ",550,0,550,13-08-2013
450,989,20-08-2013,550,507,$22.17 ,"$12,191.03 ",550,0,550,13-08-2013
450,990,20-08-2013,550,508,$29.28 ,"$16,106.48 ",550,55,495,13-08-2013
451,991,20-08-2013,3,491,$19.98 ,$59.94 ,3,0,3,13-08-2013
452,992,20-08-2013,3,346,$41.24 ,$123.73 ,3,0,3,13-08-2013
452,993,20-08-2013,3,347,$36.97 ,$110.91 ,3,0,3,13-08-2013
453,994,20-08-2013,550,935,$31.49 ,"$17,319.23 ",550,0,550,13-08-2013
453,995,20-08-2013,550,936,$48.29 ,"$26,559.23 ",550,0,550,13-08-2013
454,996,20-08-2013,3,375,$43.34 ,$130.03 ,3,0,3,13-08-2013
454,997,20-08-2013,3,376,$39.07 ,$117.21 ,3,0,3,13-08-2013
455,998,20-08-2013,550,480,$11.67 ,"$6,416.03 ",550,0,550,13-08-2013
455,999,20-08-2013,550,481,$11.09 ,"$6,098.40 ",523,0,523,13-08-2013
455,1000,20-08-2013,550,482,$8.76 ,"$4,816.35 ",550,0,550,13-08-2013
455,1001,20-08-2013,550,483,$9.69 ,"$5,330.33 ",550,0,550,13-08-2013
455,1002,20-08-2013,550,484,$6.88 ,"$3,782.63 ",550,0,550,13-08-2013
455,1003,20-08-2013,550,485,$7.80 ,"$4,290.83 ",550,0,550,13-08-2013
455,1004,20-08-2013,550,486,$8.76 ,"$4,816.35 ",550,0,550,13-08-2013
455,1005,20-08-2013,550,487,$5.81 ,"$3,193.58 ",550,0,550,13-08-2013
455,1006,20-08-2013,550,488,$8.86 ,"$4,874.10 ",550,0,550,13-08-2013
455,1007,20-08-2013,550,489,$10.47 ,"$5,757.68 ",550,0,550,13-08-2013
456,1008,20-08-2013,3,402,$47.47 ,$142.41 ,3,0,3,13-08-2013
457,1009,20-08-2013,550,510,$23.08 ,"$12,693.45 ",550,0,550,13-08-2013
457,1010,20-08-2013,550,511,$29.27 ,"$16,100.70 ",550,0,550,13-08-2013
457,1011,20-08-2013,550,512,$34.98 ,"$19,236.53 ",550,0,550,13-08-2013
458,1012,20-08-2013,3,408,$43.27 ,$129.81 ,3,0,3,13-08-2013
458,1013,20-08-2013,3,409,$41.17 ,$123.51 ,3,0,3,13-08-2013
458,1014,20-08-2013,550,914,$21.09 ,"$11,601.98 ",550,0,550,13-08-2013
458,1015,20-08-2013,550,915,$30.44 ,"$16,741.73 ",550,0,550,13-08-2013
458,1016,20-08-2013,550,916,$40.94 ,"$22,516.73 ",550,0,550,13-08-2013
459,1017,20-08-2013,550,525,$2.32 ,"$1,276.28 ",550,0,550,13-08-2013
460,1018,20-08-2013,550,526,$3.64 ,"$2,003.93 ",550,0,550,13-08-2013
461,1019,20-08-2013,550,913,$40.94 ,"$22,516.73 ",550,0,550,13-08-2013
462,1020,20-08-2013,60,356,$3.60 ,$216.09 ,60,9,51,13-08-2013
462,1021,20-08-2013,60,357,$3.98 ,$238.77 ,60,0,60,13-08-2013
463,1022,20-08-2013,550,935,$31.49 ,"$17,319.23 ",550,0,550,13-08-2013
463,1023,20-08-2013,550,936,$48.29 ,"$26,559.23 ",550,0,550,13-08-2013
464,1024,20-08-2013,550,524,$12.97 ,"$7,132.13 ",550,0,550,13-08-2013
465,1025,21-08-2013,550,911,$21.09 ,"$11,601.98 ",550,0,550,14-08-2013
465,1026,21-08-2013,550,912,$30.44 ,"$16,741.73 ",523,0,523,14-08-2013
466,1027,21-08-2013,550,910,$40.94 ,"$22,516.73 ",468,0,468,14-08-2013
467,1028,21-08-2013,550,937,$62.99 ,"$34,644.23 ",550,0,550,14-08-2013
468,1029,21-08-2013,3,463,$47.52 ,$142.57 ,3,0,3,14-08-2013
468,1030,21-08-2013,3,464,$45.42 ,$136.27 ,3,0,3,14-08-2013
468,1031,21-08-2013,3,465,$49.70 ,$149.09 ,3,0,3,14-08-2013
468,1032,21-08-2013,3,466,$45.42 ,$136.27 ,3,0,3,14-08-2013
468,1033,21-08-2013,3,467,$43.32 ,$129.97 ,3,0,3,14-08-2013
469,1034,21-08-2013,3,462,$47.68 ,$143.04 ,3,0,3,14-08-2013
470,1035,21-08-2013,550,510,$23.40 ,"$12,872.48 ",550,0,550,14-08-2013
470,1036,21-08-2013,550,511,$27.87 ,"$15,326.85 ",550,55,495,14-08-2013
471,1037,21-08-2013,550,527,$6.75 ,"$3,713.33 ",550,0,550,14-08-2013
472,1038,21-08-2013,550,938,$31.49 ,"$17,319.23 ",550,82,468,14-08-2013
472,1039,21-08-2013,550,939,$48.29 ,"$26,559.23 ",550,0,550,14-08-2013
473,1040,21-08-2013,60,494,$50.75 ,"$3,044.79 ",60,0,60,14-08-2013
473,1041,21-08-2013,60,495,$62.93 ,"$3,775.59 ",60,0,60,14-08-2013
473,1042,21-08-2013,60,496,$49.65 ,"$2,979.27 ",60,0,60,14-08-2013
474,1043,21-08-2013,550,523,$10.38 ,"$5,711.48 ",550,0,550,14-08-2013
475,1044,21-08-2013,3,426,$43.48 ,$130.44 ,3,0,3,14-08-2013
475,1045,21-08-2013,3,427,$47.75 ,$143.26 ,3,0,3,14-08-2013
475,1046,21-08-2013,3,428,$43.48 ,$130.44 ,3,0,3,14-08-2013
475,1047,21-08-2013,3,429,$41.38 ,$124.14 ,3,0,3,14-08-2013
475,1048,21-08-2013,3,430,$45.65 ,$136.96 ,3,0,3,14-08-2013
475,1049,21-08-2013,3,431,$41.38 ,$124.14 ,3,0,3,14-08-2013
475,1050,21-08-2013,3,432,$39.28 ,$117.84 ,3,0,3,14-08-2013
475,1051,21-08-2013,3,433,$43.55 ,$130.66 ,3,0,3,14-08-2013
475,1052,21-08-2013,3,434,$39.28 ,$117.84 ,3,0,3,14-08-2013
475,1053,21-08-2013,3,435,$37.18 ,$111.54 ,3,0,3,14-08-2013
475,1054,21-08-2013,3,436,$41.45 ,$124.36 ,3,0,3,14-08-2013
475,1055,21-08-2013,3,437,$37.18 ,$111.54 ,3,0,3,14-08-2013
476,1056,21-08-2013,3,490,$12.72 ,$38.15 ,3,0,3,14-08-2013
476,1057,21-08-2013,3,491,$19.94 ,$59.82 ,3,0,3,14-08-2013
477,1058,21-08-2013,3,528,$38.16 ,$114.47 ,3,0,3,14-08-2013
478,1059,21-08-2013,3,505,$44.22 ,$132.65 ,3,0,3,14-08-2013
479,1060,21-08-2013,550,938,$31.49 ,"$17,319.23 ",550,0,550,14-08-2013
479,1061,21-08-2013,550,939,$48.29 ,"$26,559.23 ",550,0,550,14-08-2013
480,1062,21-08-2013,60,358,$6.98 ,$418.95 ,60,0,60,14-08-2013
481,1063,22-08-2013,3,438,$47.68 ,$143.04 ,3,0,3,15-08-2013
481,1064,22-08-2013,3,439,$45.58 ,$136.74 ,3,0,3,15-08-2013
481,1065,22-08-2013,3,440,$49.85 ,$149.56 ,3,0,3,15-08-2013
481,1066,22-08-2013,3,441,$45.58 ,$136.74 ,3,0,3,15-08-2013
482,1067,22-08-2013,60,356,$3.38 ,$202.86 ,60,9,51,15-08-2013
482,1068,22-08-2013,60,357,$4.32 ,$258.93 ,60,0,60,15-08-2013
483,1069,22-08-2013,3,377,$45.44 ,$136.33 ,3,0,3,15-08-2013
483,1070,22-08-2013,3,378,$41.17 ,$123.51 ,3,0,3,15-08-2013
483,1071,22-08-2013,3,379,$39.07 ,$117.21 ,3,0,3,15-08-2013
484,1072,22-08-2013,3,490,$12.36 ,$37.08 ,3,0,3,15-08-2013
485,1073,22-08-2013,550,513,$39.20 ,"$21,558.08 ",550,0,550,15-08-2013
486,1074,22-08-2013,3,403,$45.44 ,$136.33 ,3,0,3,15-08-2013
486,1075,22-08-2013,3,404,$41.17 ,$123.51 ,3,0,3,15-08-2013
486,1076,22-08-2013,3,405,$39.07 ,$117.21 ,3,0,3,15-08-2013
486,1077,22-08-2013,3,406,$43.34 ,$130.03 ,3,0,3,15-08-2013
487,1078,22-08-2013,550,931,$34.87 ,"$19,178.78 ",550,0,550,15-08-2013
487,1079,22-08-2013,550,932,$39.76 ,"$21,869.93 ",550,0,550,15-08-2013
487,1080,22-08-2013,550,933,$43.98 ,"$24,191.48 ",550,0,550,15-08-2013
487,1081,22-08-2013,550,934,$38.15 ,"$20,980.58 ",550,0,550,15-08-2013
488,1082,22-08-2013,3,422,$47.68 ,$143.04 ,3,0,3,15-08-2013
488,1083,22-08-2013,3,423,$45.58 ,$136.74 ,3,0,3,15-08-2013
488,1084,22-08-2013,3,424,$49.85 ,$149.56 ,3,0,3,15-08-2013
488,1085,22-08-2013,3,425,$45.58 ,$136.74 ,3,0,3,15-08-2013
488,1086,22-08-2013,3,426,$43.48 ,$130.44 ,3,0,3,15-08-2013
489,1087,22-08-2013,3,344,$45.48 ,$136.43 ,3,0,3,15-08-2013
489,1088,22-08-2013,3,345,$43.38 ,$130.13 ,3,0,3,15-08-2013
489,1089,22-08-2013,3,346,$47.65 ,$142.95 ,3,0,3,15-08-2013
489,1090,22-08-2013,3,347,$43.38 ,$130.13 ,3,0,3,15-08-2013
489,1091,22-08-2013,3,348,$41.28 ,$123.83 ,3,0,3,15-08-2013
490,1092,22-08-2013,550,931,$34.35 ,"$18,890.03 ",550,0,550,15-08-2013
490,1093,22-08-2013,550,932,$39.24 ,"$21,581.18 ",550,55,495,15-08-2013
491,1094,22-08-2013,3,348,$41.17 ,$123.51 ,3,0,3,15-08-2013
491,1095,22-08-2013,3,349,$45.44 ,$136.33 ,3,0,3,15-08-2013
492,1096,22-08-2013,550,928,$32.77 ,"$18,023.78 ",550,82,468,15-08-2013
492,1097,22-08-2013,550,929,$37.09 ,"$20,397.30 ",550,0,550,15-08-2013
493,1098,22-08-2013,550,332,$10.82 ,"$5,948.25 ",550,0,550,15-08-2013
494,1099,22-08-2013,550,948,$82.83 ,"$45,558.98 ",550,0,550,15-08-2013
494,1100,22-08-2013,550,907,$82.83 ,"$45,558.98 ",550,0,550,15-08-2013
495,1101,22-08-2013,1250,325,$0.21 ,$262.50 ,1250,0,1250,15-08-2013
495,1102,22-08-2013,1250,326,$0.21 ,$262.50 ,1188,0,1188,15-08-2013
496,1103,22-08-2013,3,320,$49.64 ,$148.93 ,3,0,3,15-08-2013
496,1104,22-08-2013,3,321,$44.32 ,$132.96 ,3,0,3,15-08-2013
496,1105,22-08-2013,60,322,$28.70 ,"$1,721.79 ",60,0,60,15-08-2013
497,1106,24-08-2013,550,930,$42.51 ,"$23,382.98 ",550,0,550,17-08-2013
497,1107,24-08-2013,550,921,$5.59 ,"$3,072.30 ",550,0,550,17-08-2013
498,1108,24-08-2013,60,952,$15.74 ,$944.37 ,60,0,60,17-08-2013
499,1109,24-08-2013,550,933,$43.46 ,"$23,902.73 ",550,0,550,17-08-2013
499,1110,24-08-2013,550,934,$37.62 ,"$20,691.83 ",550,0,550,17-08-2013
499,1111,24-08-2013,550,922,$6.53 ,"$3,592.05 ",550,0,550,17-08-2013
499,1112,24-08-2013,550,923,$6.18 ,"$3,401.48 ",550,0,550,17-08-2013
500,1113,24-08-2013,550,317,$29.58 ,"$16,268.18 ",550,0,550,17-08-2013
500,1114,24-08-2013,550,318,$36.10 ,"$19,854.45 ",550,55,495,17-08-2013
500,1115,24-08-2013,550,319,$48.58 ,"$26,720.93 ",550,0,550,17-08-2013
501,1116,24-08-2013,550,928,$32.25 ,"$17,735.03 ",550,0,550,17-08-2013
501,1117,24-08-2013,550,929,$36.56 ,"$20,108.55 ",550,0,550,17-08-2013
502,1118,24-08-2013,550,319,$46.42 ,"$25,531.28 ",550,82,468,17-08-2013
503,1119,24-08-2013,3,363,$43.32 ,$129.97 ,3,0,3,17-08-2013
503,1120,24-08-2013,3,364,$47.60 ,$142.79 ,3,0,3,17-08-2013
503,1121,24-08-2013,3,365,$43.32 ,$129.97 ,3,0,3,17-08-2013
504,1122,24-08-2013,3,2,$41.92 ,$125.75 ,3,0,3,17-08-2013
505,1123,25-08-2013,3,1,$50.26 ,$150.79 ,3,0,3,18-08-2013
506,1124,25-08-2013,3,371,$39.28 ,$117.84 ,3,0,3,18-08-2013
506,1125,25-08-2013,3,372,$37.18 ,$111.54 ,3,0,3,18-08-2013
506,1126,25-08-2013,3,373,$41.45 ,$124.36 ,3,0,3,18-08-2013
506,1127,25-08-2013,3,374,$37.18 ,$111.54 ,3,0,3,18-08-2013
507,1128,25-08-2013,550,530,$16.09 ,"$8,847.30 ",550,0,550,18-08-2013
508,1129,25-08-2013,3,4,$57.03 ,$171.08 ,3,0,3,18-08-2013
509,1130,25-08-2013,550,512,$37.09 ,"$20,397.30 ",550,0,550,18-08-2013
510,1131,25-08-2013,550,513,$26.60 ,"$14,628.08 ",550,0,550,18-08-2013
511,1132,25-08-2013,550,317,$27.06 ,"$14,882.18 ",550,0,550,18-08-2013
511,1133,25-08-2013,550,318,$33.58 ,"$18,468.45 ",550,0,550,18-08-2013
511,1134,25-08-2013,550,319,$46.06 ,"$25,334.93 ",550,27,523,18-08-2013
512,1135,25-08-2013,3,411,$45.44 ,$136.33 ,3,0,3,18-08-2013
512,1136,25-08-2013,3,412,$41.17 ,$123.51 ,3,0,3,18-08-2013
513,1137,25-08-2013,3,426,$43.32 ,$129.97 ,3,0,3,18-08-2013
513,1138,25-08-2013,3,427,$47.60 ,$142.79 ,3,0,3,18-08-2013
513,1139,25-08-2013,3,428,$43.32 ,$129.97 ,3,0,3,18-08-2013
514,1140,25-08-2013,3,320,$47.47 ,$142.41 ,3,0,3,18-08-2013
514,1141,25-08-2013,3,321,$42.80 ,$128.39 ,3,0,3,18-08-2013
515,1142,25-08-2013,3,442,$43.40 ,$130.19 ,3,0,3,18-08-2013
515,1143,25-08-2013,3,443,$39.12 ,$117.37 ,3,0,3,18-08-2013
515,1144,25-08-2013,3,444,$37.02 ,$111.07 ,3,0,3,18-08-2013
515,1145,25-08-2013,3,445,$41.30 ,$123.89 ,3,0,3,18-08-2013
515,1146,25-08-2013,3,446,$37.02 ,$111.07 ,3,0,3,18-08-2013
515,1147,25-08-2013,3,447,$47.68 ,$143.04 ,3,0,3,18-08-2013
515,1148,25-08-2013,3,448,$45.58 ,$136.74 ,3,0,3,18-08-2013
515,1149,25-08-2013,3,449,$49.85 ,$149.56 ,3,0,3,18-08-2013
515,1150,25-08-2013,3,450,$45.58 ,$136.74 ,3,0,3,18-08-2013
515,1151,25-08-2013,3,451,$43.48 ,$130.44 ,3,0,3,18-08-2013
515,1152,25-08-2013,3,452,$47.75 ,$143.26 ,3,0,3,18-08-2013
515,1153,25-08-2013,3,453,$43.48 ,$130.44 ,3,0,3,18-08-2013
515,1154,25-08-2013,3,454,$41.38 ,$124.14 ,3,0,3,18-08-2013
515,1155,25-08-2013,3,455,$45.65 ,$136.96 ,3,0,3,18-08-2013
515,1156,25-08-2013,3,456,$41.38 ,$124.14 ,3,0,3,18-08-2013
515,1157,25-08-2013,3,457,$39.28 ,$117.84 ,3,0,3,18-08-2013
515,1158,25-08-2013,3,458,$43.55 ,$130.66 ,3,0,3,18-08-2013
515,1159,25-08-2013,3,459,$39.28 ,$117.84 ,3,0,3,18-08-2013
515,1160,25-08-2013,3,460,$37.18 ,$111.54 ,3,0,3,18-08-2013
515,1161,25-08-2013,3,461,$41.45 ,$124.36 ,3,0,3,18-08-2013
516,1162,25-08-2013,550,941,$62.99 ,"$34,644.23 ",468,0,468,18-08-2013
517,1163,25-08-2013,3,320,$45.37 ,$136.11 ,3,0,3,18-08-2013
517,1164,25-08-2013,3,321,$40.49 ,$121.46 ,3,0,3,18-08-2013
517,1165,25-08-2013,60,322,$26.37 ,"$1,581.93 ",60,0,60,18-08-2013
518,1166,25-08-2013,3,504,$48.76 ,$146.29 ,3,0,3,18-08-2013
519,1167,25-08-2013,3,497,$34.19 ,$102.56 ,3,0,3,18-08-2013
520,1168,25-08-2013,3,323,$50.26 ,$150.79 ,3,0,3,18-08-2013
521,1169,26-08-2013,550,523,$10.73 ,"$5,902.05 ",550,0,550,19-08-2013
521,1170,26-08-2013,550,524,$14.12 ,"$7,767.38 ",550,0,550,19-08-2013
522,1171,26-08-2013,60,495,$63.69 ,"$3,821.58 ",60,9,51,19-08-2013
522,1172,26-08-2013,60,496,$48.91 ,"$2,934.54 ",60,0,60,19-08-2013
523,1173,26-08-2013,550,912,$30.44 ,"$16,741.73 ",550,0,550,19-08-2013
523,1174,26-08-2013,550,913,$40.94 ,"$22,516.73 ",550,0,550,19-08-2013
523,1175,26-08-2013,550,914,$21.09 ,"$11,601.98 ",550,0,550,19-08-2013
524,1176,26-08-2013,60,506,$9.20 ,$551.88 ,60,0,60,19-08-2013
525,1177,26-08-2013,550,351,$5.78 ,"$3,176.25 ",550,0,550,19-08-2013
525,1178,26-08-2013,550,352,$1.16 ,$635.25 ,523,0,523,19-08-2013
525,1179,26-08-2013,550,679,$5.78 ,"$3,176.25 ",550,0,550,19-08-2013
526,1180,26-08-2013,550,507,$23.39 ,"$12,866.70 ",468,0,468,19-08-2013
526,1181,26-08-2013,550,508,$27.65 ,"$15,205.58 ",550,0,550,19-08-2013
527,1182,26-08-2013,550,355,$1.37 ,$750.75 ,550,0,550,19-08-2013
527,1183,26-08-2013,550,940,$62.99 ,"$34,644.23 ",550,0,550,19-08-2013
527,1184,26-08-2013,550,535,$3.49 ,"$1,917.30 ",550,0,550,19-08-2013
528,1185,26-08-2013,550,351,$6.20 ,"$3,407.25 ",550,0,550,19-08-2013
528,1186,26-08-2013,550,352,$1.47 ,$808.50 ,550,0,550,19-08-2013
528,1187,26-08-2013,550,679,$6.20 ,"$3,407.25 ",550,0,550,19-08-2013
529,1188,26-08-2013,550,507,$22.17 ,"$12,191.03 ",550,0,550,19-08-2013
529,1189,26-08-2013,550,508,$29.28 ,"$16,106.48 ",550,0,550,19-08-2013
530,1190,26-08-2013,3,491,$19.98 ,$59.94 ,3,0,3,19-08-2013
531,1191,26-08-2013,3,348,$34.87 ,$104.61 ,3,0,3,19-08-2013
531,1192,26-08-2013,3,349,$39.14 ,$117.43 ,3,0,3,19-08-2013
532,1193,26-08-2013,550,935,$31.49 ,"$17,319.23 ",550,82,468,19-08-2013
532,1194,26-08-2013,550,936,$48.29 ,"$26,559.23 ",550,0,550,19-08-2013
533,1195,26-08-2013,3,377,$36.97 ,$110.91 ,3,0,3,19-08-2013
533,1196,26-08-2013,3,378,$41.24 ,$123.73 ,3,0,3,19-08-2013
533,1197,26-08-2013,3,379,$36.97 ,$110.91 ,3,0,3,19-08-2013
534,1198,26-08-2013,550,476,$15.89 ,"$8,737.58 ",550,0,550,19-08-2013
534,1199,26-08-2013,550,477,$11.67 ,"$6,416.03 ",550,0,550,19-08-2013
535,1200,26-08-2013,3,402,$47.47 ,$142.41 ,3,0,3,19-08-2013
536,1201,26-08-2013,550,510,$23.08 ,"$12,693.45 ",468,0,468,19-08-2013
536,1202,26-08-2013,550,511,$29.27 ,"$16,100.70 ",550,0,550,19-08-2013
536,1203,26-08-2013,550,512,$34.98 ,"$19,236.53 ",550,0,550,19-08-2013
537,1204,27-08-2013,550,507,$23.39 ,"$12,866.70 ",550,0,550,20-08-2013
537,1205,27-08-2013,550,508,$27.65 ,"$15,205.58 ",550,0,550,20-08-2013
538,1206,27-08-2013,550,355,$1.37 ,$750.75 ,550,0,550,20-08-2013
538,1207,27-08-2013,550,940,$62.99 ,"$34,644.23 ",550,0,550,20-08-2013
538,1208,27-08-2013,550,535,$3.49 ,"$1,917.30 ",550,0,550,20-08-2013
539,1209,27-08-2013,550,351,$6.20 ,"$3,407.25 ",550,0,550,20-08-2013
539,1210,27-08-2013,550,352,$1.47 ,$808.50 ,550,0,550,20-08-2013
539,1211,27-08-2013,550,679,$6.20 ,"$3,407.25 ",550,0,550,20-08-2013
540,1212,27-08-2013,550,507,$22.17 ,"$12,191.03 ",550,0,550,20-08-2013
540,1213,27-08-2013,550,508,$29.28 ,"$16,106.48 ",550,55,495,20-08-2013
541,1214,27-08-2013,3,403,$45.37 ,$136.11 ,3,0,3,20-08-2013
541,1215,27-08-2013,3,404,$49.64 ,$148.93 ,3,0,3,20-08-2013
541,1216,27-08-2013,3,405,$45.37 ,$136.11 ,3,0,3,20-08-2013
541,1217,27-08-2013,3,406,$43.27 ,$129.81 ,3,0,3,20-08-2013
542,1218,27-08-2013,550,525,$2.32 ,"$1,276.28 ",550,82,468,20-08-2013
543,1219,27-08-2013,550,526,$3.64 ,"$2,003.93 ",550,0,550,20-08-2013
544,1220,27-08-2013,550,908,$21.09 ,"$11,601.98 ",550,0,550,20-08-2013
544,1221,27-08-2013,550,909,$30.44 ,"$16,741.73 ",550,0,550,20-08-2013
545,1222,27-08-2013,60,356,$3.60 ,$216.09 ,60,0,60,20-08-2013
545,1223,27-08-2013,60,357,$3.98 ,$238.77 ,57,0,57,20-08-2013
546,1224,27-08-2013,550,935,$31.49 ,"$17,319.23 ",468,0,468,20-08-2013
546,1225,27-08-2013,550,936,$48.29 ,"$26,559.23 ",550,0,550,20-08-2013
547,1226,27-08-2013,550,524,$12.97 ,"$7,132.13 ",550,0,550,20-08-2013
548,1227,27-08-2013,550,911,$21.09 ,"$11,601.98 ",550,0,550,20-08-2013
548,1228,27-08-2013,550,912,$30.44 ,"$16,741.73 ",550,0,550,20-08-2013
549,1229,27-08-2013,550,910,$40.94 ,"$22,516.73 ",550,0,550,20-08-2013
550,1230,27-08-2013,550,937,$62.99 ,"$34,644.23 ",550,0,550,20-08-2013
551,1231,27-08-2013,3,468,$47.60 ,$142.79 ,3,0,3,20-08-2013
551,1232,27-08-2013,3,469,$43.32 ,$129.97 ,3,0,3,20-08-2013
551,1233,27-08-2013,3,470,$41.22 ,$123.67 ,3,0,3,20-08-2013
551,1234,27-08-2013,3,471,$45.50 ,$136.49 ,3,0,3,20-08-2013
552,1235,27-08-2013,3,462,$47.68 ,$143.04 ,3,0,3,20-08-2013
553,1236,27-08-2013,550,510,$23.40 ,"$12,872.48 ",550,0,550,20-08-2013
553,1237,27-08-2013,550,511,$27.87 ,"$15,326.85 ",550,0,550,20-08-2013
554,1238,27-08-2013,550,527,$6.75 ,"$3,713.33 ",550,0,550,20-08-2013
555,1239,27-08-2013,550,509,$36.28 ,"$19,952.63 ",550,0,550,20-08-2013
556,1240,27-08-2013,60,492,$50.75 ,"$3,044.79 ",51,0,51,20-08-2013
556,1241,27-08-2013,60,493,$58.26 ,"$3,495.87 ",60,0,60,20-08-2013
556,1242,27-08-2013,60,494,$50.75 ,"$3,044.79 ",60,0,60,20-08-2013
556,1243,27-08-2013,60,495,$62.93 ,"$3,775.59 ",60,0,60,20-08-2013
557,1244,28-08-2013,550,523,$10.38 ,"$5,711.48 ",550,0,550,21-08-2013
558,1245,28-08-2013,3,422,$47.68 ,$143.04 ,3,0,3,21-08-2013
558,1246,28-08-2013,3,423,$45.58 ,$136.74 ,3,0,3,21-08-2013
558,1247,28-08-2013,3,424,$49.85 ,$149.56 ,3,0,3,21-08-2013
558,1248,28-08-2013,3,425,$45.58 ,$136.74 ,3,0,3,21-08-2013
558,1249,28-08-2013,3,426,$43.48 ,$130.44 ,3,0,3,21-08-2013
559,1250,28-08-2013,3,490,$12.72 ,$38.15 ,3,0,3,21-08-2013
559,1251,28-08-2013,3,491,$19.94 ,$59.82 ,3,0,3,21-08-2013
560,1252,28-08-2013,3,528,$38.16 ,$114.47 ,3,0,3,21-08-2013
561,1253,28-08-2013,3,505,$44.22 ,$132.65 ,3,0,3,21-08-2013
562,1254,28-08-2013,550,938,$31.49 ,"$17,319.23 ",550,82,468,21-08-2013
562,1255,28-08-2013,550,939,$48.29 ,"$26,559.23 ",550,0,550,21-08-2013
563,1256,28-08-2013,60,358,$6.98 ,$418.95 ,60,0,60,21-08-2013
564,1257,28-08-2013,3,442,$43.48 ,$130.44 ,3,0,3,21-08-2013
564,1258,28-08-2013,3,443,$47.75 ,$143.26 ,3,0,3,21-08-2013
565,1259,28-08-2013,60,356,$3.38 ,$202.86 ,60,0,60,21-08-2013
565,1260,28-08-2013,60,357,$4.32 ,$258.93 ,57,0,57,21-08-2013
566,1261,28-08-2013,3,380,$43.34 ,$130.03 ,3,0,3,21-08-2013
566,1262,28-08-2013,3,381,$39.07 ,$117.21 ,3,0,3,21-08-2013
566,1263,28-08-2013,3,382,$36.97 ,$110.91 ,3,0,3,21-08-2013
566,1264,28-08-2013,3,383,$41.24 ,$123.73 ,3,0,3,21-08-2013
567,1265,28-08-2013,3,490,$12.36 ,$37.08 ,3,0,3,21-08-2013
568,1266,28-08-2013,550,513,$39.20 ,"$21,558.08 ",550,0,550,21-08-2013
569,1267,28-08-2013,3,407,$39.07 ,$117.21 ,3,0,3,21-08-2013
