TransactionID,ProductID,ReferenceOrderID,ReferenceOrderLineID,TransactionDate,TransactionType,Quantity,ActualCost,ModifiedDate
114188,878,55559,1,03-09-2013,S,1,$21.98 ,03-09-2013
114189,865,55560,4,03-09-2013,S,1,$63.50 ,03-09-2013
114190,879,55560,3,03-09-2013,S,1,$159.00 ,03-09-2013
114191,922,55560,2,03-09-2013,S,1,$3.99 ,03-09-2013
114192,933,55560,1,03-09-2013,S,1,$32.60 ,03-09-2013
114193,707,55561,3,03-09-2013,S,1,$34.99 ,03-09-2013
114194,878,55561,2,03-09-2013,S,1,$21.98 ,03-09-2013
114195,991,55561,1,03-09-2013,S,1,$539.99 ,03-09-2013
114196,883,55562,1,03-09-2013,S,1,$53.99 ,03-09-2013
114197,864,55563,2,03-09-2013,S,1,$63.50 ,03-09-2013
114198,922,55563,1,03-09-2013,S,1,$3.99 ,03-09-2013
114199,711,55564,2,03-09-2013,S,1,$34.99 ,03-09-2013
114200,922,55564,1,03-09-2013,S,1,$3.99 ,03-09-2013
114201,712,55565,2,03-09-2013,S,1,$8.99 ,03-09-2013
114202,922,55565,1,03-09-2013,S,1,$3.99 ,03-09-2013
114203,873,55566,3,03-09-2013,S,1,$2.29 ,03-09-2013
114204,922,55566,1,03-09-2013,S,1,$3.99 ,03-09-2013
114205,931,55566,2,03-09-2013,S,1,$21.49 ,03-09-2013
114206,873,55567,3,03-09-2013,S,1,$2.29 ,03-09-2013
114207,922,55567,2,03-09-2013,S,1,$3.99 ,03-09-2013
114208,931,55567,1,03-09-2013,S,1,$21.49 ,03-09-2013
114209,873,55568,3,03-09-2013,S,1,$2.29 ,03-09-2013
114210,921,55568,2,03-09-2013,S,1,$4.99 ,03-09-2013
114211,928,55568,1,03-09-2013,S,1,$24.99 ,03-09-2013
114212,712,55569,4,03-09-2013,S,1,$8.99 ,03-09-2013
114213,870,55569,5,03-09-2013,S,1,$4.99 ,03-09-2013
114214,871,55569,3,03-09-2013,S,1,$9.99 ,03-09-2013
114215,921,55569,1,03-09-2013,S,1,$4.99 ,03-09-2013
114216,928,55569,2,03-09-2013,S,1,$24.99 ,03-09-2013
114217,933,55570,1,03-09-2013,S,1,$32.60 ,03-09-2013
114218,873,55571,2,03-09-2013,S,1,$2.29 ,03-09-2013
114219,928,55571,1,03-09-2013,S,1,$24.99 ,03-09-2013
114220,873,55572,3,03-09-2013,S,1,$2.29 ,03-09-2013
114221,922,55572,1,03-09-2013,S,1,$3.99 ,03-09-2013
114222,933,55572,2,03-09-2013,S,1,$32.60 ,03-09-2013
114223,866,55573,4,03-09-2013,S,1,$63.50 ,03-09-2013
114224,878,55573,3,03-09-2013,S,1,$21.98 ,03-09-2013
114225,921,55573,2,03-09-2013,S,1,$4.99 ,03-09-2013
114226,929,55573,1,03-09-2013,S,1,$29.99 ,03-09-2013
114227,870,55574,2,03-09-2013,S,1,$4.99 ,03-09-2013
114228,871,55574,1,03-09-2013,S,1,$9.99 ,03-09-2013
114229,715,55575,2,03-09-2013,S,1,$49.99 ,03-09-2013
114230,869,55575,1,03-09-2013,S,1,$69.99 ,03-09-2013
114231,870,55576,1,03-09-2013,S,1,$4.99 ,03-09-2013
114232,712,55577,1,03-09-2013,S,1,$8.99 ,03-09-2013
114233,870,55577,2,03-09-2013,S,1,$4.99 ,03-09-2013
114234,921,55578,1,03-09-2013,S,1,$4.99 ,03-09-2013
114235,707,55579,2,03-09-2013,S,1,$34.99 ,03-09-2013
114236,716,55579,3,03-09-2013,S,1,$49.99 ,03-09-2013
114237,921,55579,1,03-09-2013,S,1,$4.99 ,03-09-2013
114238,865,55580,2,03-09-2013,S,1,$63.50 ,03-09-2013
114239,878,55580,1,03-09-2013,S,1,$21.98 ,03-09-2013
114240,866,55581,3,03-09-2013,S,1,$63.50 ,03-09-2013
114241,870,55581,2,03-09-2013,S,1,$4.99 ,03-09-2013
114242,871,55581,4,03-09-2013,S,1,$9.99 ,03-09-2013
114243,878,55581,1,03-09-2013,S,1,$21.98 ,03-09-2013
114244,873,55582,2,03-09-2013,S,1,$2.29 ,03-09-2013
114245,930,55582,1,03-09-2013,S,1,$35.00 ,03-09-2013
114246,870,55583,1,03-09-2013,S,1,$4.99 ,03-09-2013
114247,873,55584,2,03-09-2013,S,1,$2.29 ,03-09-2013
114248,922,55584,1,03-09-2013,S,1,$3.99 ,03-09-2013
114249,708,55585,3,03-09-2013,S,1,$34.99 ,03-09-2013
114250,712,55585,4,03-09-2013,S,1,$8.99 ,03-09-2013
114251,923,55585,1,03-09-2013,S,1,$4.99 ,03-09-2013
114252,934,55585,2,03-09-2013,S,1,$28.99 ,03-09-2013
114253,877,55586,2,03-09-2013,S,1,$7.95 ,03-09-2013
114254,922,55586,1,03-09-2013,S,1,$3.99 ,03-09-2013
114255,873,55587,2,03-09-2013,S,1,$2.29 ,03-09-2013
114256,923,55587,1,03-09-2013,S,1,$4.99 ,03-09-2013
114257,707,55588,2,03-09-2013,S,1,$34.99 ,03-09-2013
114258,923,55588,1,03-09-2013,S,1,$4.99 ,03-09-2013
114259,923,55589,2,03-09-2013,S,1,$4.99 ,03-09-2013
114260,934,55589,1,03-09-2013,S,1,$28.99 ,03-09-2013
114261,860,55590,2,03-09-2013,S,1,$24.49 ,03-09-2013
114262,923,55590,1,03-09-2013,S,1,$4.99 ,03-09-2013
114263,711,55591,2,03-09-2013,S,1,$34.99 ,03-09-2013
114264,715,55591,3,03-09-2013,S,1,$49.99 ,03-09-2013
114265,878,55591,1,03-09-2013,S,1,$21.98 ,03-09-2013
114266,711,55592,2,03-09-2013,S,1,$34.99 ,03-09-2013
114267,974,55592,1,03-09-2013,S,1,"$1,700.99 ",03-09-2013
114268,711,55593,5,03-09-2013,S,1,$34.99 ,03-09-2013
114269,860,55593,4,03-09-2013,S,1,$24.49 ,03-09-2013
114270,870,55593,3,03-09-2013,S,1,$4.99 ,03-09-2013
114271,871,55593,2,03-09-2013,S,1,$9.99 ,03-09-2013
114272,986,55593,1,03-09-2013,S,1,$564.99 ,03-09-2013
114273,707,55594,2,03-09-2013,S,1,$34.99 ,03-09-2013
114274,975,55594,1,03-09-2013,S,1,"$1,700.99 ",03-09-2013
114275,870,55595,4,03-09-2013,S,1,$4.99 ,03-09-2013
114276,871,55595,3,03-09-2013,S,1,$9.99 ,03-09-2013
114277,878,55595,2,03-09-2013,S,1,$21.98 ,03-09-2013
114278,880,55595,5,03-09-2013,S,1,$54.99 ,03-09-2013
114279,987,55595,1,03-09-2013,S,1,$564.99 ,03-09-2013
114280,712,55596,3,03-09-2013,S,1,$8.99 ,03-09-2013
114281,870,55596,4,03-09-2013,S,1,$4.99 ,03-09-2013
114282,871,55596,2,03-09-2013,S,1,$9.99 ,03-09-2013
114283,987,55596,1,03-09-2013,S,1,$564.99 ,03-09-2013
114284,784,55597,1,03-09-2013,S,1,"$2,294.99 ",03-09-2013
114285,858,55597,3,03-09-2013,S,1,$24.49 ,03-09-2013
114286,880,55597,2,03-09-2013,S,1,$54.99 ,03-09-2013
114287,779,55598,1,03-09-2013,S,1,"$2,319.99 ",03-09-2013
114288,880,55598,2,03-09-2013,S,1,$54.99 ,03-09-2013
114289,779,55599,1,03-09-2013,S,1,"$2,319.99 ",03-09-2013
114290,874,55599,3,03-09-2013,S,1,$8.99 ,03-09-2013
114291,878,55599,2,03-09-2013,S,1,$21.98 ,03-09-2013
114292,708,55600,3,03-09-2013,S,1,$34.99 ,03-09-2013
114293,783,55600,1,03-09-2013,S,1,"$2,294.99 ",03-09-2013
114294,878,55600,2,03-09-2013,S,1,$21.98 ,03-09-2013
114295,870,55601,3,03-09-2013,S,1,$4.99 ,03-09-2013
114296,872,55601,2,03-09-2013,S,1,$8.99 ,03-09-2013
114297,978,55601,1,03-09-2013,S,1,$742.35 ,03-09-2013
114298,978,55602,1,03-09-2013,S,1,$742.35 ,03-09-2013
114299,870,55603,2,03-09-2013,S,1,$4.99 ,03-09-2013
114300,872,55603,3,03-09-2013,S,1,$8.99 ,03-09-2013
114301,998,55603,1,03-09-2013,S,1,$539.99 ,03-09-2013
114302,711,55604,4,03-09-2013,S,1,$34.99 ,03-09-2013
114303,870,55604,3,03-09-2013,S,1,$4.99 ,03-09-2013
114304,872,55604,2,03-09-2013,S,1,$8.99 ,03-09-2013
114305,966,55604,1,03-09-2013,S,1,"$2,384.07 ",03-09-2013
114306,795,55605,1,03-09-2013,S,1,"$2,443.35 ",03-09-2013
114307,796,55606,1,03-09-2013,S,1,"$2,443.35 ",03-09-2013
114308,870,55606,3,03-09-2013,S,1,$4.99 ,03-09-2013
114309,872,55606,2,03-09-2013,S,1,$8.99 ,03-09-2013
114310,884,55606,4,03-09-2013,S,1,$53.99 ,03-09-2013
114311,779,55607,1,03-09-2013,S,1,"$2,319.99 ",03-09-2013
114312,874,55607,3,03-09-2013,S,1,$8.99 ,03-09-2013
114313,878,55607,2,03-09-2013,S,1,$21.98 ,03-09-2013
114314,712,55608,2,03-09-2013,S,1,$8.99 ,03-09-2013
114315,957,55608,1,03-09-2013,S,1,"$2,384.07 ",03-09-2013
114316,708,55609,2,03-09-2013,S,1,$34.99 ,03-09-2013
114317,969,55609,1,03-09-2013,S,1,"$2,384.07 ",03-09-2013
114318,800,55610,1,03-09-2013,S,1,"$1,120.49 ",03-09-2013
114319,884,55610,2,03-09-2013,S,1,$53.99 ,03-09-2013
114320,712,55611,5,03-09-2013,S,1,$8.99 ,03-09-2013
114321,870,55611,3,03-09-2013,S,1,$4.99 ,03-09-2013
114322,872,55611,2,03-09-2013,S,1,$8.99 ,03-09-2013
114323,881,55611,4,03-09-2013,S,1,$53.99 ,03-09-2013
114324,997,55611,1,03-09-2013,S,1,$539.99 ,03-09-2013
114325,873,55612,4,03-09-2013,S,1,$2.29 ,03-09-2013
114326,922,55612,3,03-09-2013,S,1,$3.99 ,03-09-2013
114327,931,55612,2,03-09-2013,S,1,$21.49 ,03-09-2013
114328,998,55612,1,03-09-2013,S,1,$539.99 ,03-09-2013
114329,494,805,1,04-09-2013,P,60,$50.75 ,04-09-2013
114330,495,805,2,04-09-2013,P,60,$62.93 ,04-09-2013
114331,496,805,3,04-09-2013,P,60,$49.65 ,04-09-2013
114332,523,806,1,04-09-2013,P,550,$10.38 ,04-09-2013
114333,424,807,1,04-09-2013,P,3,$49.85 ,04-09-2013
114334,425,807,2,04-09-2013,P,3,$45.58 ,04-09-2013
114335,426,807,3,04-09-2013,P,3,$43.48 ,04-09-2013
114336,427,807,4,04-09-2013,P,3,$47.75 ,04-09-2013
114337,428,807,5,04-09-2013,P,3,$43.48 ,04-09-2013
114338,429,807,6,04-09-2013,P,3,$41.38 ,04-09-2013
114339,490,808,1,04-09-2013,P,3,$12.72 ,04-09-2013
114340,491,808,2,04-09-2013,P,3,$19.94 ,04-09-2013
114341,528,809,1,04-09-2013,P,3,$38.16 ,04-09-2013
114342,505,810,1,04-09-2013,P,3,$44.22 ,04-09-2013
114343,938,811,1,04-09-2013,P,550,$31.49 ,04-09-2013
114344,939,811,2,04-09-2013,P,550,$48.29 ,04-09-2013
114345,358,812,1,04-09-2013,P,60,$6.98 ,04-09-2013
114346,451,813,1,04-09-2013,P,3,$37.18 ,04-09-2013
114347,452,813,2,04-09-2013,P,3,$41.45 ,04-09-2013
114348,453,813,3,04-09-2013,P,3,$37.18 ,04-09-2013
114349,356,814,1,04-09-2013,P,60,$3.38 ,04-09-2013
114350,357,814,2,04-09-2013,P,60,$4.32 ,04-09-2013
114351,389,815,1,04-09-2013,P,3,$43.27 ,04-09-2013
114352,390,815,2,04-09-2013,P,3,$41.17 ,04-09-2013
114353,391,815,3,04-09-2013,P,3,$45.44 ,04-09-2013
114354,392,815,4,04-09-2013,P,3,$41.17 ,04-09-2013
114355,393,815,5,04-09-2013,P,3,$39.07 ,04-09-2013
114356,394,815,6,04-09-2013,P,3,$43.34 ,04-09-2013
114357,395,815,7,04-09-2013,P,3,$39.07 ,04-09-2013
114358,396,815,8,04-09-2013,P,3,$36.97 ,04-09-2013
114359,397,815,9,04-09-2013,P,3,$41.24 ,04-09-2013
114360,490,816,1,04-09-2013,P,3,$12.36 ,04-09-2013
114361,513,817,1,04-09-2013,P,550,$39.20 ,04-09-2013
114362,403,818,1,04-09-2013,P,3,$45.44 ,04-09-2013
114363,404,818,2,04-09-2013,P,3,$41.17 ,04-09-2013
114364,405,818,3,04-09-2013,P,3,$39.07 ,04-09-2013
114365,406,818,4,04-09-2013,P,3,$43.34 ,04-09-2013
114366,407,818,5,04-09-2013,P,3,$39.07 ,04-09-2013
114367,931,819,1,04-09-2013,P,550,$34.87 ,04-09-2013
114368,932,819,2,04-09-2013,P,550,$39.76 ,04-09-2013
114369,933,819,3,04-09-2013,P,550,$43.98 ,04-09-2013
114370,934,819,4,04-09-2013,P,550,$38.15 ,04-09-2013
114371,422,820,1,04-09-2013,P,3,$47.68 ,04-09-2013
114372,423,820,2,04-09-2013,P,3,$45.58 ,04-09-2013
114373,424,820,3,04-09-2013,P,3,$49.85 ,04-09-2013
114374,779,44891,0,04-09-2013,W,1,$0.00 ,04-09-2013
114375,780,44892,0,04-09-2013,W,1,$0.00 ,04-09-2013
114376,782,44893,0,04-09-2013,W,1,$0.00 ,04-09-2013
114377,783,44894,0,04-09-2013,W,1,$0.00 ,04-09-2013
114378,800,44895,0,04-09-2013,W,2,$0.00 ,04-09-2013
114379,801,44896,0,04-09-2013,W,1,$0.00 ,04-09-2013
114380,954,44897,0,04-09-2013,W,1,$0.00 ,04-09-2013
114381,957,44898,0,04-09-2013,W,1,$0.00 ,04-09-2013
114382,966,44899,0,04-09-2013,W,1,$0.00 ,04-09-2013
114383,969,44900,0,04-09-2013,W,1,$0.00 ,04-09-2013
114384,971,44901,0,04-09-2013,W,1,$0.00 ,04-09-2013
114385,972,44902,0,04-09-2013,W,1,$0.00 ,04-09-2013
114386,977,44903,0,04-09-2013,W,2,$0.00 ,04-09-2013
114387,981,44904,0,04-09-2013,W,1,$0.00 ,04-09-2013
114388,997,44905,0,04-09-2013,W,1,$0.00 ,04-09-2013
114389,998,44906,0,04-09-2013,W,1,$0.00 ,04-09-2013
114390,999,44907,0,04-09-2013,W,1,$0.00 ,04-09-2013
114391,514,44908,0,04-09-2013,W,1,$0.00 ,04-09-2013
114392,516,44909,0,04-09-2013,W,4,$0.00 ,04-09-2013
114393,517,44910,0,04-09-2013,W,5,$0.00 ,04-09-2013
114394,518,44911,0,04-09-2013,W,3,$0.00 ,04-09-2013
114395,521,44912,0,04-09-2013,W,2,$0.00 ,04-09-2013
114396,522,44913,0,04-09-2013,W,4,$0.00 ,04-09-2013
114397,722,44914,0,04-09-2013,W,2,$0.00 ,04-09-2013
114398,736,44915,0,04-09-2013,W,1,$0.00 ,04-09-2013
114399,737,44916,0,04-09-2013,W,1,$0.00 ,04-09-2013
114400,738,44917,0,04-09-2013,W,1,$0.00 ,04-09-2013
114401,739,44918,0,04-09-2013,W,1,$0.00 ,04-09-2013
114402,743,44919,0,04-09-2013,W,1,$0.00 ,04-09-2013
114403,747,44920,0,04-09-2013,W,1,$0.00 ,04-09-2013
114404,748,44921,0,04-09-2013,W,1,$0.00 ,04-09-2013
114405,805,44922,0,04-09-2013,W,5,$0.00 ,04-09-2013
114406,806,44923,0,04-09-2013,W,10,$0.00 ,04-09-2013
114407,807,44924,0,04-09-2013,W,4,$0.00 ,04-09-2013
114408,808,44925,0,04-09-2013,W,1,$0.00 ,04-09-2013
114409,810,44926,0,04-09-2013,W,4,$0.00 ,04-09-2013
114410,811,44927,0,04-09-2013,W,5,$0.00 ,04-09-2013
114411,812,44928,0,04-09-2013,W,3,$0.00 ,04-09-2013
114412,815,44929,0,04-09-2013,W,1,$0.00 ,04-09-2013
114413,816,44930,0,04-09-2013,W,4,$0.00 ,04-09-2013
114414,818,44931,0,04-09-2013,W,5,$0.00 ,04-09-2013
114415,819,44932,0,04-09-2013,W,3,$0.00 ,04-09-2013
114416,821,44933,0,04-09-2013,W,6,$0.00 ,04-09-2013
114417,823,44934,0,04-09-2013,W,1,$0.00 ,04-09-2013
114418,824,44935,0,04-09-2013,W,4,$0.00 ,04-09-2013
114419,826,44936,0,04-09-2013,W,5,$0.00 ,04-09-2013
114420,827,44937,0,04-09-2013,W,3,$0.00 ,04-09-2013
114421,829,44938,0,04-09-2013,W,6,$0.00 ,04-09-2013
114422,835,44939,0,04-09-2013,W,2,$0.00 ,04-09-2013
114423,836,44940,0,04-09-2013,W,1,$0.00 ,04-09-2013
114424,885,44941,0,04-09-2013,W,1,$0.00 ,04-09-2013
114425,887,44942,0,04-09-2013,W,1,$0.00 ,04-09-2013
114426,890,44943,0,04-09-2013,W,1,$0.00 ,04-09-2013
114427,891,44944,0,04-09-2013,W,1,$0.00 ,04-09-2013
114428,892,44945,0,04-09-2013,W,1,$0.00 ,04-09-2013
114429,893,44946,0,04-09-2013,W,1,$0.00 ,04-09-2013
114430,894,44947,0,04-09-2013,W,19,$0.00 ,04-09-2013
114431,904,44948,0,04-09-2013,W,1,$0.00 ,04-09-2013
114432,945,44949,0,04-09-2013,W,19,$0.00 ,04-09-2013
114433,947,44950,0,04-09-2013,W,6,$0.00 ,04-09-2013
114434,949,44951,0,04-09-2013,W,5,$0.00 ,04-09-2013
114435,950,44952,0,04-09-2013,W,10,$0.00 ,04-09-2013
114436,951,44953,0,04-09-2013,W,4,$0.00 ,04-09-2013
114437,994,44954,0,04-09-2013,W,9,$0.00 ,04-09-2013
114438,995,44955,0,04-09-2013,W,6,$0.00 ,04-09-2013
114439,996,44956,0,04-09-2013,W,4,$0.00 ,04-09-2013
114440,3,44957,0,04-09-2013,W,190,$0.00 ,04-09-2013
114441,324,44958,0,04-09-2013,W,38,$0.00 ,04-09-2013
114442,327,44959,0,04-09-2013,W,19,$0.00 ,04-09-2013
114443,328,44960,0,04-09-2013,W,10,$0.00 ,04-09-2013
114444,329,44961,0,04-09-2013,W,16,$0.00 ,04-09-2013
114445,330,44962,0,04-09-2013,W,12,$0.00 ,04-09-2013
114446,398,44963,0,04-09-2013,W,19,$0.00 ,04-09-2013
114447,399,44964,0,04-09-2013,W,19,$0.00 ,04-09-2013
114448,400,44965,0,04-09-2013,W,12,$0.00 ,04-09-2013
114449,401,44966,0,04-09-2013,W,26,$0.00 ,04-09-2013
114450,529,44967,0,04-09-2013,W,19,$0.00 ,04-09-2013
114451,532,44968,0,04-09-2013,W,76,$0.00 ,04-09-2013
114452,533,44969,0,04-09-2013,W,19,$0.00 ,04-09-2013
114453,534,44970,0,04-09-2013,W,19,$0.00 ,04-09-2013
114454,802,44971,0,04-09-2013,W,5,$0.00 ,04-09-2013
114455,803,44972,0,04-09-2013,W,4,$0.00 ,04-09-2013
114456,804,44973,0,04-09-2013,W,10,$0.00 ,04-09-2013
114457,316,44974,0,04-09-2013,W,38,$0.00 ,04-09-2013
114458,331,44975,0,04-09-2013,W,38,$0.00 ,04-09-2013
114459,350,44976,0,04-09-2013,W,19,$0.00 ,04-09-2013
114460,531,44977,0,04-09-2013,W,19,$0.00 ,04-09-2013
114461,712,55613,3,04-09-2013,S,1,$8.99 ,04-09-2013
114462,714,55613,2,04-09-2013,S,1,$49.99 ,04-09-2013
114463,932,55613,1,04-09-2013,S,1,$24.99 ,04-09-2013
114464,873,55614,3,04-09-2013,S,1,$2.29 ,04-09-2013
114465,922,55614,2,04-09-2013,S,1,$3.99 ,04-09-2013
114466,931,55614,1,04-09-2013,S,1,$21.49 ,04-09-2013
114467,711,55615,3,04-09-2013,S,1,$34.99 ,04-09-2013
114468,878,55615,2,04-09-2013,S,1,$21.98 ,04-09-2013
114469,921,55615,1,04-09-2013,S,1,$4.99 ,04-09-2013
114470,711,55616,3,04-09-2013,S,1,$34.99 ,04-09-2013
114471,878,55616,2,04-09-2013,S,1,$21.98 ,04-09-2013
114472,921,55616,1,04-09-2013,S,1,$4.99 ,04-09-2013
114473,870,55617,1,04-09-2013,S,1,$4.99 ,04-09-2013
114474,880,55617,2,04-09-2013,S,1,$54.99 ,04-09-2013
114475,708,55618,3,04-09-2013,S,1,$34.99 ,04-09-2013
114476,860,55618,2,04-09-2013,S,1,$24.49 ,04-09-2013
114477,923,55618,1,04-09-2013,S,1,$4.99 ,04-09-2013
114478,713,55619,2,04-09-2013,S,1,$49.99 ,04-09-2013
114479,869,55619,1,04-09-2013,S,1,$69.99 ,04-09-2013
114480,860,55620,2,04-09-2013,S,1,$24.49 ,04-09-2013
114481,923,55620,1,04-09-2013,S,1,$4.99 ,04-09-2013
114482,708,55621,1,04-09-2013,S,1,$34.99 ,04-09-2013
114483,881,55621,2,04-09-2013,S,1,$53.99 ,04-09-2013
114484,884,55622,1,04-09-2013,S,1,$53.99 ,04-09-2013
114485,707,55623,4,04-09-2013,S,1,$34.99 ,04-09-2013
114486,860,55623,6,04-09-2013,S,1,$24.49 ,04-09-2013
114487,883,55623,5,04-09-2013,S,1,$53.99 ,04-09-2013
114488,921,55623,2,04-09-2013,S,1,$4.99 ,04-09-2013
114489,928,55623,3,04-09-2013,S,1,$24.99 ,04-09-2013
114490,984,55623,1,04-09-2013,S,1,$564.99 ,04-09-2013
114491,870,55624,3,04-09-2013,S,1,$4.99 ,04-09-2013
114492,871,55624,2,04-09-2013,S,1,$9.99 ,04-09-2013
114493,880,55624,4,04-09-2013,S,1,$54.99 ,04-09-2013
114494,983,55624,1,04-09-2013,S,1,$769.49 ,04-09-2013
114495,873,55625,2,04-09-2013,S,1,$2.29 ,04-09-2013
114496,923,55625,1,04-09-2013,S,1,$4.99 ,04-09-2013
114497,873,55626,3,04-09-2013,S,1,$2.29 ,04-09-2013
114498,922,55626,1,04-09-2013,S,1,$3.99 ,04-09-2013
114499,931,55626,2,04-09-2013,S,1,$21.49 ,04-09-2013
114500,931,55627,1,04-09-2013,S,1,$21.49 ,04-09-2013
114501,933,55628,1,04-09-2013,S,1,$32.60 ,04-09-2013
114502,873,55629,3,04-09-2013,S,1,$2.29 ,04-09-2013
114503,879,55629,4,04-09-2013,S,1,$159.00 ,04-09-2013
114504,921,55629,1,04-09-2013,S,1,$4.99 ,04-09-2013
114505,928,55629,2,04-09-2013,S,1,$24.99 ,04-09-2013
114506,716,55630,2,04-09-2013,S,1,$49.99 ,04-09-2013
114507,868,55630,1,04-09-2013,S,1,$69.99 ,04-09-2013
114508,714,55631,3,04-09-2013,S,1,$49.99 ,04-09-2013
114509,870,55631,1,04-09-2013,S,1,$4.99 ,04-09-2013
114510,871,55631,2,04-09-2013,S,1,$9.99 ,04-09-2013
114511,715,55632,2,04-09-2013,S,1,$49.99 ,04-09-2013
114512,869,55632,1,04-09-2013,S,1,$69.99 ,04-09-2013
114513,713,55633,2,04-09-2013,S,1,$49.99 ,04-09-2013
114514,867,55633,1,04-09-2013,S,1,$69.99 ,04-09-2013
114515,714,55634,2,04-09-2013,S,1,$49.99 ,04-09-2013
114516,868,55634,1,04-09-2013,S,1,$69.99 ,04-09-2013
114517,712,55635,4,04-09-2013,S,1,$8.99 ,04-09-2013
114518,878,55635,2,04-09-2013,S,1,$21.98 ,04-09-2013
114519,882,55635,3,04-09-2013,S,1,$53.99 ,04-09-2013
114520,921,55635,1,04-09-2013,S,1,$4.99 ,04-09-2013
114521,873,55636,2,04-09-2013,S,1,$2.29 ,04-09-2013
114522,921,55636,1,04-09-2013,S,1,$4.99 ,04-09-2013
114523,711,55637,2,04-09-2013,S,1,$34.99 ,04-09-2013
114524,921,55637,1,04-09-2013,S,1,$4.99 ,04-09-2013
114525,921,55638,1,04-09-2013,S,1,$4.99 ,04-09-2013
114526,708,55639,2,04-09-2013,S,1,$34.99 ,04-09-2013
114527,921,55639,1,04-09-2013,S,1,$4.99 ,04-09-2013
114528,712,55640,4,04-09-2013,S,1,$8.99 ,04-09-2013
114529,870,55640,3,04-09-2013,S,1,$4.99 ,04-09-2013
114530,871,55640,2,04-09-2013,S,1,$9.99 ,04-09-2013
114531,878,55640,1,04-09-2013,S,1,$21.98 ,04-09-2013
114532,873,55641,3,04-09-2013,S,1,$2.29 ,04-09-2013
114533,921,55641,2,04-09-2013,S,1,$4.99 ,04-09-2013
114534,928,55641,1,04-09-2013,S,1,$24.99 ,04-09-2013
114535,711,55642,2,04-09-2013,S,1,$34.99 ,04-09-2013
114536,921,55642,1,04-09-2013,S,1,$4.99 ,04-09-2013
114537,871,55643,2,04-09-2013,S,1,$9.99 ,04-09-2013
114538,878,55643,1,04-09-2013,S,1,$21.98 ,04-09-2013
114539,873,55644,3,04-09-2013,S,1,$2.29 ,04-09-2013
114540,921,55644,2,04-09-2013,S,1,$4.99 ,04-09-2013
114541,929,55644,1,04-09-2013,S,1,$29.99 ,04-09-2013
114542,881,55645,1,04-09-2013,S,1,$53.99 ,04-09-2013
114543,873,55646,3,04-09-2013,S,1,$2.29 ,04-09-2013
114544,921,55646,2,04-09-2013,S,1,$4.99 ,04-09-2013
114545,928,55646,1,04-09-2013,S,1,$24.99 ,04-09-2013
114546,716,55647,2,04-09-2013,S,1,$49.99 ,04-09-2013
114547,874,55647,3,04-09-2013,S,1,$8.99 ,04-09-2013
114548,922,55647,1,04-09-2013,S,1,$3.99 ,04-09-2013
114549,870,55648,1,04-09-2013,S,1,$4.99 ,04-09-2013
114550,873,55649,3,04-09-2013,S,1,$2.29 ,04-09-2013
114551,921,55649,2,04-09-2013,S,1,$4.99 ,04-09-2013
114552,929,55649,1,04-09-2013,S,1,$29.99 ,04-09-2013
114553,873,55650,3,04-09-2013,S,1,$2.29 ,04-09-2013
114554,923,55650,2,04-09-2013,S,1,$4.99 ,04-09-2013
114555,934,55650,1,04-09-2013,S,1,$28.99 ,04-09-2013
114556,708,55651,5,04-09-2013,S,1,$34.99 ,04-09-2013
114557,712,55651,6,04-09-2013,S,1,$8.99 ,04-09-2013
114558,870,55651,4,04-09-2013,S,1,$4.99 ,04-09-2013
114559,872,55651,3,04-09-2013,S,1,$8.99 ,04-09-2013
114560,923,55651,2,04-09-2013,S,1,$4.99 ,04-09-2013
114561,934,55651,1,04-09-2013,S,1,$28.99 ,04-09-2013
114562,873,55652,2,04-09-2013,S,1,$2.29 ,04-09-2013
114563,877,55652,3,04-09-2013,S,1,$7.95 ,04-09-2013
114564,923,55652,1,04-09-2013,S,1,$4.99 ,04-09-2013
114565,712,55653,2,04-09-2013,S,1,$8.99 ,04-09-2013
114566,923,55653,1,04-09-2013,S,1,$4.99 ,04-09-2013
114567,923,55654,1,04-09-2013,S,1,$4.99 ,04-09-2013
114568,923,55655,1,04-09-2013,S,1,$4.99 ,04-09-2013
114569,873,55656,2,04-09-2013,S,1,$2.29 ,04-09-2013
114570,878,55656,1,04-09-2013,S,1,$21.98 ,04-09-2013
114571,711,55657,2,04-09-2013,S,1,$34.99 ,04-09-2013
114572,878,55657,1,04-09-2013,S,1,$21.98 ,04-09-2013
114573,716,55658,2,04-09-2013,S,1,$49.99 ,04-09-2013
114574,878,55658,1,04-09-2013,S,1,$21.98 ,04-09-2013
114575,793,55659,1,04-09-2013,S,1,"$2,443.35 ",04-09-2013
114576,873,55659,4,04-09-2013,S,1,$2.29 ,04-09-2013
114577,922,55659,2,04-09-2013,S,1,$3.99 ,04-09-2013
114578,933,55659,3,04-09-2013,S,1,$32.60 ,04-09-2013
114579,981,55660,1,04-09-2013,S,1,$769.49 ,04-09-2013
114580,784,55661,1,04-09-2013,S,1,"$2,294.99 ",04-09-2013
114581,878,55661,2,04-09-2013,S,1,$21.98 ,04-09-2013
114582,884,55661,3,04-09-2013,S,1,$53.99 ,04-09-2013
114583,779,55662,1,04-09-2013,S,1,"$2,319.99 ",04-09-2013
114584,871,55662,3,04-09-2013,S,1,$9.99 ,04-09-2013
114585,878,55662,2,04-09-2013,S,1,$21.98 ,04-09-2013
