WorkOrderID,ProductID,OrderQty,StockedQty,ScrappedQty,StartDate,EndDate,DueDate,ScrapReasonID,ModifiedDate
10344,533,1273,1273,0,01-02-2012,11-02-2012,12-02-2012,,11-02-2012
10345,534,1273,1248,25,01-02-2012,11-02-2012,12-02-2012,7,11-02-2012
10346,802,496,496,0,01-02-2012,17-02-2012,12-02-2012,,17-02-2012
10347,803,192,192,0,01-02-2012,17-02-2012,12-02-2012,,17-02-2012
10348,804,585,585,0,01-02-2012,17-02-2012,12-02-2012,,17-02-2012
10349,316,2546,2546,0,01-02-2012,11-02-2012,12-02-2012,,11-02-2012
10350,331,2546,2546,0,01-02-2012,11-02-2012,12-02-2012,,11-02-2012
10351,350,1273,1273,0,01-02-2012,11-02-2012,12-02-2012,,11-02-2012
10352,531,1273,1273,0,01-02-2012,11-02-2012,12-02-2012,,11-02-2012
10353,749,1,1,0,02-02-2012,13-02-2012,13-02-2012,,13-02-2012
10354,750,2,2,0,02-02-2012,13-02-2012,13-02-2012,,13-02-2012
10355,752,1,1,0,02-02-2012,13-02-2012,13-02-2012,,13-02-2012
10356,753,1,1,0,02-02-2012,13-02-2012,13-02-2012,,13-02-2012
10357,762,1,1,0,02-02-2012,13-02-2012,13-02-2012,,13-02-2012
10358,772,1,1,0,02-02-2012,13-02-2012,13-02-2012,,13-02-2012
10359,516,1,1,0,02-02-2012,13-02-2012,13-02-2012,,13-02-2012
10360,517,1,1,0,02-02-2012,13-02-2012,13-02-2012,,13-02-2012
10361,519,5,5,0,02-02-2012,13-02-2012,13-02-2012,,13-02-2012
10362,717,1,1,0,02-02-2012,12-02-2012,13-02-2012,,12-02-2012
10363,718,2,2,0,02-02-2012,12-02-2012,13-02-2012,,12-02-2012
10364,720,1,1,0,02-02-2012,12-02-2012,13-02-2012,,12-02-2012
10365,721,1,1,0,02-02-2012,12-02-2012,13-02-2012,,12-02-2012
10366,725,1,1,0,02-02-2012,12-02-2012,13-02-2012,,12-02-2012
10367,739,1,1,0,02-02-2012,12-02-2012,13-02-2012,,12-02-2012
10368,806,1,1,0,02-02-2012,13-02-2012,13-02-2012,,13-02-2012
10369,807,6,6,0,02-02-2012,13-02-2012,13-02-2012,,13-02-2012
10370,810,1,1,0,02-02-2012,13-02-2012,13-02-2012,,13-02-2012
10371,811,1,1,0,02-02-2012,13-02-2012,13-02-2012,,13-02-2012
10372,813,5,5,0,02-02-2012,13-02-2012,13-02-2012,,13-02-2012
10373,817,1,1,0,02-02-2012,13-02-2012,13-02-2012,,13-02-2012
10374,818,1,1,0,02-02-2012,13-02-2012,13-02-2012,,13-02-2012
10375,820,5,5,0,02-02-2012,13-02-2012,13-02-2012,,13-02-2012
10376,825,1,1,0,02-02-2012,13-02-2012,13-02-2012,,13-02-2012
10377,826,1,1,0,02-02-2012,13-02-2012,13-02-2012,,13-02-2012
10378,828,5,5,0,02-02-2012,13-02-2012,13-02-2012,,13-02-2012
10379,894,7,7,0,02-02-2012,13-02-2012,13-02-2012,,13-02-2012
10380,945,7,7,0,02-02-2012,13-02-2012,13-02-2012,,13-02-2012
10381,950,1,1,0,02-02-2012,13-02-2012,13-02-2012,,13-02-2012
10382,951,6,6,0,02-02-2012,13-02-2012,13-02-2012,,13-02-2012
10383,994,1,1,0,02-02-2012,13-02-2012,13-02-2012,,13-02-2012
10384,996,6,6,0,02-02-2012,13-02-2012,13-02-2012,,13-02-2012
10385,3,70,70,0,02-02-2012,12-02-2012,13-02-2012,,12-02-2012
10386,324,14,14,0,02-02-2012,12-02-2012,13-02-2012,,12-02-2012
10387,327,7,7,0,02-02-2012,12-02-2012,13-02-2012,,12-02-2012
10388,328,2,2,0,02-02-2012,12-02-2012,13-02-2012,,12-02-2012
10389,329,12,12,0,02-02-2012,12-02-2012,13-02-2012,,12-02-2012
10390,398,7,7,0,02-02-2012,12-02-2012,13-02-2012,,12-02-2012
10391,399,7,7,0,02-02-2012,12-02-2012,13-02-2012,,12-02-2012
10392,400,2,2,0,02-02-2012,12-02-2012,13-02-2012,,12-02-2012
10393,401,12,12,0,02-02-2012,12-02-2012,13-02-2012,,12-02-2012
10394,529,7,7,0,02-02-2012,12-02-2012,13-02-2012,,12-02-2012
10395,532,28,28,0,02-02-2012,12-02-2012,13-02-2012,,12-02-2012
10396,533,7,7,0,02-02-2012,12-02-2012,13-02-2012,,12-02-2012
10397,534,7,7,0,02-02-2012,12-02-2012,13-02-2012,,12-02-2012
10398,802,1,1,0,02-02-2012,13-02-2012,13-02-2012,,13-02-2012
10399,804,6,6,0,02-02-2012,13-02-2012,13-02-2012,,13-02-2012
10400,316,14,14,0,02-02-2012,12-02-2012,13-02-2012,,12-02-2012
10401,331,14,14,0,02-02-2012,12-02-2012,13-02-2012,,12-02-2012
10402,350,7,7,0,02-02-2012,12-02-2012,13-02-2012,,12-02-2012
10403,531,7,7,0,02-02-2012,12-02-2012,13-02-2012,,12-02-2012
10404,749,1,1,0,03-02-2012,21-02-2012,14-02-2012,,21-02-2012
10405,751,2,2,0,03-02-2012,21-02-2012,14-02-2012,,21-02-2012
10406,752,1,1,0,03-02-2012,21-02-2012,14-02-2012,,21-02-2012
10407,753,1,1,0,03-02-2012,21-02-2012,14-02-2012,,21-02-2012
10408,763,1,1,0,03-02-2012,21-02-2012,14-02-2012,,21-02-2012
10409,765,1,1,0,03-02-2012,21-02-2012,14-02-2012,,21-02-2012
10410,769,1,1,0,03-02-2012,21-02-2012,14-02-2012,,21-02-2012
10411,775,1,1,0,03-02-2012,21-02-2012,14-02-2012,,21-02-2012
10412,516,1,1,0,03-02-2012,21-02-2012,14-02-2012,,21-02-2012
10413,517,3,3,0,03-02-2012,21-02-2012,14-02-2012,,21-02-2012
10414,519,5,5,0,03-02-2012,21-02-2012,14-02-2012,,21-02-2012
10415,717,1,1,0,03-02-2012,13-02-2012,14-02-2012,,13-02-2012
10416,719,2,2,0,03-02-2012,13-02-2012,14-02-2012,,13-02-2012
10417,720,1,1,0,03-02-2012,13-02-2012,14-02-2012,,13-02-2012
10418,721,1,1,0,03-02-2012,13-02-2012,14-02-2012,,13-02-2012
10419,722,1,1,0,03-02-2012,13-02-2012,14-02-2012,,13-02-2012
10420,726,1,1,0,03-02-2012,13-02-2012,14-02-2012,,13-02-2012
10421,737,1,1,0,03-02-2012,13-02-2012,14-02-2012,,13-02-2012
10422,747,1,1,0,03-02-2012,21-02-2012,14-02-2012,,21-02-2012
10423,806,3,3,0,03-02-2012,21-02-2012,14-02-2012,,21-02-2012
10424,807,6,6,0,03-02-2012,21-02-2012,14-02-2012,,21-02-2012
10425,810,1,1,0,03-02-2012,21-02-2012,14-02-2012,,21-02-2012
10426,811,3,3,0,03-02-2012,21-02-2012,14-02-2012,,21-02-2012
10427,813,5,5,0,03-02-2012,21-02-2012,14-02-2012,,21-02-2012
10428,817,1,1,0,03-02-2012,21-02-2012,14-02-2012,,21-02-2012
10429,818,3,3,0,03-02-2012,21-02-2012,14-02-2012,,21-02-2012
10430,820,5,5,0,03-02-2012,21-02-2012,14-02-2012,,21-02-2012
10431,825,1,1,0,03-02-2012,21-02-2012,14-02-2012,,21-02-2012
10432,826,3,3,0,03-02-2012,21-02-2012,14-02-2012,,21-02-2012
10433,828,5,5,0,03-02-2012,21-02-2012,14-02-2012,,21-02-2012
10434,894,9,9,0,03-02-2012,21-02-2012,14-02-2012,,21-02-2012
10435,945,9,9,0,03-02-2012,21-02-2012,14-02-2012,,21-02-2012
10436,950,3,3,0,03-02-2012,21-02-2012,14-02-2012,,21-02-2012
10437,951,6,6,0,03-02-2012,21-02-2012,14-02-2012,,21-02-2012
10438,994,3,3,0,03-02-2012,21-02-2012,14-02-2012,,21-02-2012
10439,996,6,6,0,03-02-2012,21-02-2012,14-02-2012,,21-02-2012
10440,3,90,90,0,03-02-2012,13-02-2012,14-02-2012,,13-02-2012
10441,324,18,18,0,03-02-2012,13-02-2012,14-02-2012,,13-02-2012
10442,327,9,9,0,03-02-2012,13-02-2012,14-02-2012,,13-02-2012
10443,328,2,2,0,03-02-2012,13-02-2012,14-02-2012,,13-02-2012
10444,329,16,16,0,03-02-2012,13-02-2012,14-02-2012,,13-02-2012
10445,398,9,9,0,03-02-2012,13-02-2012,14-02-2012,,13-02-2012
10446,399,9,9,0,03-02-2012,13-02-2012,14-02-2012,,13-02-2012
10447,400,6,6,0,03-02-2012,13-02-2012,14-02-2012,,13-02-2012
10448,401,12,12,0,03-02-2012,13-02-2012,14-02-2012,,13-02-2012
10449,529,9,9,0,03-02-2012,13-02-2012,14-02-2012,,13-02-2012
10450,532,36,36,0,03-02-2012,13-02-2012,14-02-2012,,13-02-2012
10451,533,9,9,0,03-02-2012,13-02-2012,14-02-2012,,13-02-2012
10452,534,9,9,0,03-02-2012,13-02-2012,14-02-2012,,13-02-2012
10453,802,3,3,0,03-02-2012,21-02-2012,14-02-2012,,21-02-2012
10454,804,6,6,0,03-02-2012,21-02-2012,14-02-2012,,21-02-2012
10455,316,18,18,0,03-02-2012,13-02-2012,14-02-2012,,13-02-2012
10456,331,18,18,0,03-02-2012,13-02-2012,14-02-2012,,13-02-2012
10457,350,9,9,0,03-02-2012,13-02-2012,14-02-2012,,13-02-2012
10458,531,9,9,0,03-02-2012,13-02-2012,14-02-2012,,13-02-2012
10459,750,2,2,0,04-02-2012,15-02-2012,15-02-2012,,15-02-2012
10460,751,3,3,0,04-02-2012,15-02-2012,15-02-2012,,15-02-2012
10461,753,1,1,0,04-02-2012,15-02-2012,15-02-2012,,15-02-2012
10462,764,1,1,0,04-02-2012,15-02-2012,15-02-2012,,15-02-2012
10463,776,1,1,0,04-02-2012,15-02-2012,15-02-2012,,15-02-2012
10464,516,1,1,0,04-02-2012,15-02-2012,15-02-2012,,15-02-2012
10465,517,1,1,0,04-02-2012,15-02-2012,15-02-2012,,15-02-2012
10466,519,6,6,0,04-02-2012,15-02-2012,15-02-2012,,15-02-2012
10467,718,2,2,0,04-02-2012,14-02-2012,15-02-2012,,14-02-2012
10468,719,3,3,0,04-02-2012,14-02-2012,15-02-2012,,14-02-2012
10469,721,1,1,0,04-02-2012,14-02-2012,15-02-2012,,14-02-2012
10470,727,1,1,0,04-02-2012,14-02-2012,15-02-2012,,14-02-2012
10471,743,1,1,0,04-02-2012,14-02-2012,15-02-2012,,14-02-2012
10472,806,1,1,0,04-02-2012,15-02-2012,15-02-2012,,15-02-2012
10473,807,7,7,0,04-02-2012,15-02-2012,15-02-2012,,15-02-2012
10474,810,1,1,0,04-02-2012,15-02-2012,15-02-2012,,15-02-2012
10475,811,1,1,0,04-02-2012,15-02-2012,15-02-2012,,15-02-2012
10476,813,6,6,0,04-02-2012,15-02-2012,15-02-2012,,15-02-2012
10477,817,1,1,0,04-02-2012,15-02-2012,15-02-2012,,15-02-2012
10478,818,1,1,0,04-02-2012,15-02-2012,15-02-2012,,15-02-2012
10479,820,6,6,0,04-02-2012,15-02-2012,15-02-2012,,15-02-2012
10480,825,1,1,0,04-02-2012,15-02-2012,15-02-2012,,15-02-2012
10481,826,1,1,0,04-02-2012,15-02-2012,15-02-2012,,15-02-2012
10482,828,6,6,0,04-02-2012,15-02-2012,15-02-2012,,15-02-2012
10483,894,8,8,0,04-02-2012,15-02-2012,15-02-2012,,15-02-2012
10484,945,8,8,0,04-02-2012,15-02-2012,15-02-2012,,15-02-2012
10485,950,1,1,0,04-02-2012,15-02-2012,15-02-2012,,15-02-2012
10486,951,7,7,0,04-02-2012,15-02-2012,15-02-2012,,15-02-2012
10487,994,1,1,0,04-02-2012,15-02-2012,15-02-2012,,15-02-2012
10488,996,7,7,0,04-02-2012,15-02-2012,15-02-2012,,15-02-2012
10489,3,80,80,0,04-02-2012,14-02-2012,15-02-2012,,14-02-2012
10490,324,16,16,0,04-02-2012,14-02-2012,15-02-2012,,14-02-2012
10491,327,8,8,0,04-02-2012,14-02-2012,15-02-2012,,14-02-2012
10492,328,2,2,0,04-02-2012,14-02-2012,15-02-2012,,14-02-2012
10493,329,14,14,0,04-02-2012,14-02-2012,15-02-2012,,14-02-2012
10494,398,8,8,0,04-02-2012,14-02-2012,15-02-2012,,14-02-2012
10495,399,8,8,0,04-02-2012,14-02-2012,15-02-2012,,14-02-2012
10496,400,2,2,0,04-02-2012,14-02-2012,15-02-2012,,14-02-2012
10497,401,14,14,0,04-02-2012,14-02-2012,15-02-2012,,14-02-2012
10498,529,8,8,0,04-02-2012,14-02-2012,15-02-2012,,14-02-2012
10499,532,32,32,0,04-02-2012,14-02-2012,15-02-2012,,14-02-2012
10500,533,8,8,0,04-02-2012,14-02-2012,15-02-2012,,14-02-2012
10501,534,8,8,0,04-02-2012,14-02-2012,15-02-2012,,14-02-2012
10502,802,1,1,0,04-02-2012,15-02-2012,15-02-2012,,15-02-2012
10503,804,7,7,0,04-02-2012,15-02-2012,15-02-2012,,15-02-2012
10504,316,16,16,0,04-02-2012,14-02-2012,15-02-2012,,14-02-2012
10505,331,16,16,0,04-02-2012,14-02-2012,15-02-2012,,14-02-2012
10506,350,8,8,0,04-02-2012,14-02-2012,15-02-2012,,14-02-2012
10507,531,8,8,0,04-02-2012,14-02-2012,15-02-2012,,14-02-2012
10508,749,2,2,0,05-02-2012,25-02-2012,16-02-2012,,25-02-2012
10509,751,1,1,0,05-02-2012,25-02-2012,16-02-2012,,25-02-2012
10510,519,3,3,0,05-02-2012,25-02-2012,16-02-2012,,25-02-2012
10511,717,2,2,0,05-02-2012,15-02-2012,16-02-2012,,15-02-2012
10512,719,1,1,0,05-02-2012,15-02-2012,16-02-2012,,15-02-2012
10513,807,3,3,0,05-02-2012,25-02-2012,16-02-2012,,25-02-2012
10514,813,3,3,0,05-02-2012,25-02-2012,16-02-2012,,25-02-2012
10515,820,3,3,0,05-02-2012,25-02-2012,16-02-2012,,25-02-2012
10516,828,3,3,0,05-02-2012,25-02-2012,16-02-2012,,25-02-2012
10517,894,3,3,0,05-02-2012,25-02-2012,16-02-2012,,25-02-2012
10518,945,3,3,0,05-02-2012,25-02-2012,16-02-2012,,25-02-2012
10519,951,3,3,0,05-02-2012,25-02-2012,16-02-2012,,25-02-2012
10520,996,3,3,0,05-02-2012,25-02-2012,16-02-2012,,25-02-2012
10521,3,30,30,0,05-02-2012,15-02-2012,16-02-2012,,15-02-2012
10522,324,6,6,0,05-02-2012,15-02-2012,16-02-2012,,15-02-2012
10523,327,3,3,0,05-02-2012,15-02-2012,16-02-2012,,15-02-2012
10524,329,6,6,0,05-02-2012,15-02-2012,16-02-2012,,15-02-2012
10525,398,3,3,0,05-02-2012,15-02-2012,16-02-2012,,15-02-2012
10526,399,3,3,0,05-02-2012,15-02-2012,16-02-2012,,15-02-2012
10527,401,6,6,0,05-02-2012,15-02-2012,16-02-2012,,15-02-2012
10528,529,3,3,0,05-02-2012,15-02-2012,16-02-2012,,15-02-2012
10529,532,12,12,0,05-02-2012,15-02-2012,16-02-2012,,15-02-2012
10530,533,3,3,0,05-02-2012,15-02-2012,16-02-2012,,15-02-2012
10531,534,3,3,0,05-02-2012,15-02-2012,16-02-2012,,15-02-2012
10532,804,3,3,0,05-02-2012,25-02-2012,16-02-2012,,25-02-2012
10533,316,6,6,0,05-02-2012,15-02-2012,16-02-2012,,15-02-2012
10534,331,6,6,0,05-02-2012,15-02-2012,16-02-2012,,15-02-2012
10535,350,3,3,0,05-02-2012,15-02-2012,16-02-2012,,15-02-2012
10536,531,3,3,0,05-02-2012,15-02-2012,16-02-2012,,15-02-2012
10537,750,3,3,0,06-02-2012,17-02-2012,17-02-2012,,17-02-2012
10538,751,1,1,0,06-02-2012,17-02-2012,17-02-2012,,17-02-2012
10539,753,3,3,0,06-02-2012,17-02-2012,17-02-2012,,17-02-2012
10540,770,1,1,0,06-02-2012,17-02-2012,17-02-2012,,17-02-2012
10541,773,1,1,0,06-02-2012,17-02-2012,17-02-2012,,17-02-2012
10542,516,1,1,0,06-02-2012,17-02-2012,17-02-2012,,17-02-2012
10543,517,1,1,0,06-02-2012,17-02-2012,17-02-2012,,17-02-2012
10544,519,7,7,0,06-02-2012,17-02-2012,17-02-2012,,17-02-2012
10545,718,3,3,0,06-02-2012,16-02-2012,17-02-2012,,16-02-2012
10546,719,1,1,0,06-02-2012,16-02-2012,17-02-2012,,16-02-2012
10547,721,3,3,0,06-02-2012,16-02-2012,17-02-2012,,16-02-2012
10548,738,1,1,0,06-02-2012,16-02-2012,17-02-2012,,16-02-2012
10549,740,1,1,0,06-02-2012,16-02-2012,17-02-2012,,16-02-2012
10550,806,1,1,0,06-02-2012,17-02-2012,17-02-2012,,17-02-2012
10551,807,8,8,0,06-02-2012,17-02-2012,17-02-2012,,17-02-2012
10552,810,1,1,0,06-02-2012,17-02-2012,17-02-2012,,17-02-2012
10553,811,1,1,0,06-02-2012,17-02-2012,17-02-2012,,17-02-2012
10554,813,7,7,0,06-02-2012,17-02-2012,17-02-2012,,17-02-2012
10555,817,1,1,0,06-02-2012,17-02-2012,17-02-2012,,17-02-2012
10556,818,1,1,0,06-02-2012,17-02-2012,17-02-2012,,17-02-2012
10557,820,7,7,0,06-02-2012,17-02-2012,17-02-2012,,17-02-2012
10558,825,1,1,0,06-02-2012,17-02-2012,17-02-2012,,17-02-2012
10559,826,1,1,0,06-02-2012,17-02-2012,17-02-2012,,17-02-2012
10560,828,7,7,0,06-02-2012,17-02-2012,17-02-2012,,17-02-2012
10561,894,9,9,0,06-02-2012,17-02-2012,17-02-2012,,17-02-2012
10562,945,9,9,0,06-02-2012,17-02-2012,17-02-2012,,17-02-2012
10563,950,1,1,0,06-02-2012,17-02-2012,17-02-2012,,17-02-2012
10564,951,8,8,0,06-02-2012,17-02-2012,17-02-2012,,17-02-2012
10565,994,1,1,0,06-02-2012,17-02-2012,17-02-2012,,17-02-2012
10566,996,8,8,0,06-02-2012,17-02-2012,17-02-2012,,17-02-2012
10567,3,90,90,0,06-02-2012,16-02-2012,17-02-2012,,16-02-2012
10568,324,18,18,0,06-02-2012,16-02-2012,17-02-2012,,16-02-2012
10569,327,9,9,0,06-02-2012,16-02-2012,17-02-2012,,16-02-2012
10570,328,2,2,0,06-02-2012,16-02-2012,17-02-2012,,16-02-2012
10571,329,16,16,0,06-02-2012,16-02-2012,17-02-2012,,16-02-2012
10572,398,9,9,0,06-02-2012,16-02-2012,17-02-2012,,16-02-2012
10573,399,9,9,0,06-02-2012,16-02-2012,17-02-2012,,16-02-2012
10574,400,2,2,0,06-02-2012,16-02-2012,17-02-2012,,16-02-2012
10575,401,16,16,0,06-02-2012,16-02-2012,17-02-2012,,16-02-2012
10576,529,9,9,0,06-02-2012,16-02-2012,17-02-2012,,16-02-2012
10577,532,36,36,0,06-02-2012,16-02-2012,17-02-2012,,16-02-2012
10578,533,9,9,0,06-02-2012,16-02-2012,17-02-2012,,16-02-2012
10579,534,9,9,0,06-02-2012,16-02-2012,17-02-2012,,16-02-2012
10580,802,1,1,0,06-02-2012,17-02-2012,17-02-2012,,17-02-2012
10581,804,8,8,0,06-02-2012,17-02-2012,17-02-2012,,17-02-2012
10582,316,18,18,0,06-02-2012,16-02-2012,17-02-2012,,16-02-2012
10583,331,18,18,0,06-02-2012,16-02-2012,17-02-2012,,16-02-2012
10584,350,9,9,0,06-02-2012,16-02-2012,17-02-2012,,16-02-2012
10585,531,9,9,0,06-02-2012,16-02-2012,17-02-2012,,16-02-2012
10586,749,1,1,0,07-02-2012,29-02-2012,18-02-2012,,29-02-2012
10587,750,1,1,0,07-02-2012,29-02-2012,18-02-2012,,29-02-2012
10588,752,1,1,0,07-02-2012,29-02-2012,18-02-2012,,29-02-2012
10589,753,2,2,0,07-02-2012,29-02-2012,18-02-2012,,29-02-2012
10590,761,1,1,0,07-02-2012,29-02-2012,18-02-2012,,29-02-2012
10591,771,1,1,0,07-02-2012,29-02-2012,18-02-2012,,29-02-2012
10592,774,1,1,0,07-02-2012,29-02-2012,18-02-2012,,29-02-2012
10593,778,1,1,0,07-02-2012,29-02-2012,18-02-2012,,29-02-2012
10594,516,3,3,0,07-02-2012,29-02-2012,18-02-2012,,29-02-2012
10595,517,1,1,0,07-02-2012,29-02-2012,18-02-2012,,29-02-2012
10596,519,5,5,0,07-02-2012,29-02-2012,18-02-2012,,29-02-2012
10597,717,1,1,0,07-02-2012,17-02-2012,18-02-2012,,17-02-2012
10598,718,1,1,0,07-02-2012,17-02-2012,18-02-2012,,17-02-2012
10599,720,1,1,0,07-02-2012,17-02-2012,18-02-2012,,17-02-2012
10600,721,2,2,0,07-02-2012,17-02-2012,18-02-2012,,17-02-2012
10601,730,1,1,0,07-02-2012,17-02-2012,18-02-2012,,17-02-2012
10602,741,1,1,0,07-02-2012,17-02-2012,18-02-2012,,17-02-2012
10603,745,1,1,0,07-02-2012,17-02-2012,18-02-2012,,17-02-2012
10604,748,1,1,0,07-02-2012,29-02-2012,18-02-2012,,29-02-2012
10605,806,1,1,0,07-02-2012,29-02-2012,18-02-2012,,29-02-2012
10606,807,8,8,0,07-02-2012,29-02-2012,18-02-2012,,29-02-2012
10607,810,3,3,0,07-02-2012,29-02-2012,18-02-2012,,29-02-2012
10608,811,1,1,0,07-02-2012,29-02-2012,18-02-2012,,29-02-2012
10609,813,5,5,0,07-02-2012,29-02-2012,18-02-2012,,29-02-2012
10610,817,3,3,0,07-02-2012,29-02-2012,18-02-2012,,29-02-2012
10611,818,1,1,0,07-02-2012,29-02-2012,18-02-2012,,29-02-2012
10612,820,5,5,0,07-02-2012,29-02-2012,18-02-2012,,29-02-2012
10613,825,3,3,0,07-02-2012,29-02-2012,18-02-2012,,29-02-2012
10614,826,1,1,0,07-02-2012,29-02-2012,18-02-2012,,29-02-2012
10615,828,5,5,0,07-02-2012,29-02-2012,18-02-2012,,29-02-2012
10616,894,9,9,0,07-02-2012,29-02-2012,18-02-2012,,29-02-2012
10617,945,9,9,0,07-02-2012,29-02-2012,18-02-2012,,29-02-2012
10618,950,1,1,0,07-02-2012,29-02-2012,18-02-2012,,29-02-2012
10619,951,8,8,0,07-02-2012,29-02-2012,18-02-2012,,29-02-2012
10620,994,1,1,0,07-02-2012,29-02-2012,18-02-2012,,29-02-2012
10621,996,8,8,0,07-02-2012,29-02-2012,18-02-2012,,29-02-2012
10622,3,90,90,0,07-02-2012,17-02-2012,18-02-2012,,17-02-2012
10623,324,18,18,0,07-02-2012,17-02-2012,18-02-2012,,17-02-2012
10624,327,9,9,0,07-02-2012,17-02-2012,18-02-2012,,17-02-2012
10625,328,6,6,0,07-02-2012,17-02-2012,18-02-2012,,17-02-2012
10626,329,12,12,0,07-02-2012,17-02-2012,18-02-2012,,17-02-2012
10627,398,9,9,0,07-02-2012,17-02-2012,18-02-2012,,17-02-2012
10628,399,9,9,0,07-02-2012,17-02-2012,18-02-2012,,17-02-2012
10629,400,2,2,0,07-02-2012,17-02-2012,18-02-2012,,17-02-2012
10630,401,16,16,0,07-02-2012,17-02-2012,18-02-2012,,17-02-2012
10631,529,9,9,0,07-02-2012,17-02-2012,18-02-2012,,17-02-2012
10632,532,36,36,0,07-02-2012,17-02-2012,18-02-2012,,17-02-2012
10633,533,9,9,0,07-02-2012,17-02-2012,18-02-2012,,17-02-2012
10634,534,9,9,0,07-02-2012,17-02-2012,18-02-2012,,17-02-2012
10635,802,1,1,0,07-02-2012,29-02-2012,18-02-2012,,29-02-2012
10636,804,8,8,0,07-02-2012,29-02-2012,18-02-2012,,29-02-2012
10637,316,18,18,0,07-02-2012,17-02-2012,18-02-2012,,17-02-2012
10638,331,18,18,0,07-02-2012,17-02-2012,18-02-2012,,17-02-2012
10639,350,9,9,0,07-02-2012,17-02-2012,18-02-2012,,17-02-2012
10640,531,9,9,0,07-02-2012,17-02-2012,18-02-2012,,17-02-2012
10641,753,2,2,0,08-02-2012,19-02-2012,19-02-2012,,19-02-2012
10642,777,1,1,0,08-02-2012,19-02-2012,19-02-2012,,19-02-2012
10643,778,1,1,0,08-02-2012,19-02-2012,19-02-2012,,19-02-2012
10644,516,2,2,0,08-02-2012,19-02-2012,19-02-2012,,19-02-2012
10645,519,2,2,0,08-02-2012,19-02-2012,19-02-2012,,19-02-2012
10646,721,2,2,0,08-02-2012,18-02-2012,19-02-2012,,18-02-2012
10647,744,1,1,0,08-02-2012,18-02-2012,19-02-2012,,18-02-2012
10648,745,1,1,0,08-02-2012,18-02-2012,19-02-2012,,18-02-2012
10649,807,4,4,0,08-02-2012,19-02-2012,19-02-2012,,19-02-2012
10650,810,2,2,0,08-02-2012,19-02-2012,19-02-2012,,19-02-2012
10651,813,2,2,0,08-02-2012,19-02-2012,19-02-2012,,19-02-2012
10652,817,2,2,0,08-02-2012,19-02-2012,19-02-2012,,19-02-2012
10653,820,2,2,0,08-02-2012,19-02-2012,19-02-2012,,19-02-2012
10654,825,2,2,0,08-02-2012,19-02-2012,19-02-2012,,19-02-2012
10655,828,2,2,0,08-02-2012,19-02-2012,19-02-2012,,19-02-2012
10656,894,4,4,0,08-02-2012,19-02-2012,19-02-2012,,19-02-2012
10657,945,4,4,0,08-02-2012,19-02-2012,19-02-2012,,19-02-2012
10658,951,4,4,0,08-02-2012,19-02-2012,19-02-2012,,19-02-2012
10659,996,4,4,0,08-02-2012,19-02-2012,19-02-2012,,19-02-2012
10660,3,40,40,0,08-02-2012,18-02-2012,19-02-2012,,18-02-2012
10661,324,8,8,0,08-02-2012,18-02-2012,19-02-2012,,18-02-2012
10662,327,4,4,0,08-02-2012,18-02-2012,19-02-2012,,18-02-2012
10663,328,4,4,0,08-02-2012,18-02-2012,19-02-2012,,18-02-2012
10664,329,4,4,0,08-02-2012,18-02-2012,19-02-2012,,18-02-2012
10665,398,4,4,0,08-02-2012,18-02-2012,19-02-2012,,18-02-2012
10666,399,4,4,0,08-02-2012,18-02-2012,19-02-2012,,18-02-2012
10667,401,8,8,0,08-02-2012,18-02-2012,19-02-2012,,18-02-2012
10668,529,4,4,0,08-02-2012,18-02-2012,19-02-2012,,18-02-2012
10669,532,16,16,0,08-02-2012,18-02-2012,19-02-2012,,18-02-2012
10670,533,4,4,0,08-02-2012,18-02-2012,19-02-2012,,18-02-2012
10671,534,4,4,0,08-02-2012,18-02-2012,19-02-2012,,18-02-2012
10672,804,4,4,0,08-02-2012,19-02-2012,19-02-2012,,19-02-2012
10673,316,8,8,0,08-02-2012,18-02-2012,19-02-2012,,18-02-2012
10674,331,8,8,0,08-02-2012,18-02-2012,19-02-2012,,18-02-2012
10675,350,4,4,0,08-02-2012,18-02-2012,19-02-2012,,18-02-2012
10676,531,4,4,0,08-02-2012,18-02-2012,19-02-2012,,18-02-2012
10677,750,3,3,0,09-02-2012,04-03-2012,20-02-2012,,04-03-2012
10678,752,1,1,0,09-02-2012,04-03-2012,20-02-2012,,04-03-2012
10679,753,1,1,0,09-02-2012,04-03-2012,20-02-2012,,04-03-2012
10680,761,1,1,0,09-02-2012,04-03-2012,20-02-2012,,04-03-2012
10681,517,1,1,0,09-02-2012,04-03-2012,20-02-2012,,04-03-2012
10682,519,5,5,0,09-02-2012,04-03-2012,20-02-2012,,04-03-2012
10683,718,3,3,0,09-02-2012,19-02-2012,20-02-2012,,19-02-2012
10684,720,1,1,0,09-02-2012,19-02-2012,20-02-2012,,19-02-2012
10685,721,1,1,0,09-02-2012,19-02-2012,20-02-2012,,19-02-2012
10686,730,1,1,0,09-02-2012,19-02-2012,20-02-2012,,19-02-2012
10687,806,1,1,0,09-02-2012,04-03-2012,20-02-2012,,04-03-2012
10688,807,5,5,0,09-02-2012,04-03-2012,20-02-2012,,04-03-2012
10689,811,1,1,0,09-02-2012,04-03-2012,20-02-2012,,04-03-2012
10690,813,5,5,0,09-02-2012,04-03-2012,20-02-2012,,04-03-2012
10691,818,1,1,0,09-02-2012,04-03-2012,20-02-2012,,04-03-2012
